test_id,prim_source,test_name,sample_name,borehole,top,bottom,grain_size_curve,mass_fraction_of_gravel_in_soil,mass_fraction_of_sand_in_soil,mass_fraction_of_silt_in_soil,mass_fraction_of_clay_in_soil,mass_fraction_of_fines_in_soil,loss_on_ignition,LL,PL,IP,D10,D50,D60,USCS_symbol_rpt,soil_description,ground_ice_description,soil_group,USCS_symbol_calc,USCS_symbol_rep_or_calc,class,sample_mass_init,mass_of_dry_sample,gravimetric_wc_init,gravimetric_wc_fin,sample_volume_init,solid_grain_density_rep,solid_grain_density_rpt_or_asm,initial_degree_of_saturation_rep,frozen_void_ratio_rep,sample_height_ave_or_typ,sample_diameter_ave_or_typ,frozen_bulk_density_rep,frozen_dry_density_calc,final_bulk_density_rep,reported_test_result_type,sigma_v_1,sigma_v_2,sigma_v_3,sigma_v_4,sigma_v_5,sigma_v_6,sigma_v_7,delta_h_1,delta_h_2,delta_h_3,delta_h_4,delta_h_5,delta_h_6,delta_h_7,epsilon_1,epsilon_2,epsilon_3,epsilon_4,epsilon_5,epsilon_6,epsilon_7,e_1,e_2,e_3,e_4,e_5,e_6,e_7,data_quality_flag,note,source_id,data_source
NESCL-164,NESCL,N75-HR-1-8_2,N75-HR-1-8,N75-HR-1,1.83,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,"CLAY, low plastic, dark grey",Nb-Vs (30%),Fine-grained,NA,CL,,NA,NA,28.5,NA,NA,NA,2.67,NA,0.816,NA,NA,1888.6,1469.73,NA,e-sigma_v,2.57,18.11,36.94,74.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811,0.737,0.699,0.647,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-165,NESCL,N75-HR-1-10_1,N75-HR-1-10,N75-HR-1,2.62,2.68,FALSE,0,0,69,31,100,NA,29,20,9,NA,NA,NA,CL,"CLAY, low plastic, dark grey",Nb,Fine-grained,NA,CL,,NA,NA,35.9,NA,NA,2.75,2.75,NA,1.021,NA,NA,1848.5,1360.19,NA,e-sigma_v,2.6,19.68,38.39,75.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954,0.854,0.815,0.775,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-166,NESCL,N75-HR-1-10_2,N75-HR-1-10,N75-HR-1,2.74,2.8,FALSE,0,0,69,31,100,NA,29,20,9,NA,NA,NA,CL,"CLAY, low plastic, dark grey",Nb,Fine-grained,NA,CL,,NA,NA,33.4,NA,NA,2.75,2.75,NA,0.981,NA,NA,1851.7,1388.08,NA,e-sigma_v,2.55,18.72,37.95,76.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.814,0.762,0.705,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-167,NESCL,N75-RI-2-11_1,N75-RI-2-11,N75-RI-2,3.02,3.08,FALSE,0,0,53,47,100,NA,47,22,25,NA,NA,NA,CI,"CLAY, silty, dark brown, medium to high plastic",Vs (65%*),Fine-grained,NA,CI,,NA,NA,29.9,NA,NA,2.78,2.78,NA,0.936,NA,NA,1851.7,1425.48,NA,e-sigma_v,2.6,18.23,36.94,74.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.938,0.817,0.772,0.713,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-168,NESCL,N75-RI-2-11_2,N75-RI-2-11,N75-RI-2,3.11,3.14,FALSE,0,0,53,47,100,NA,47,22,25,NA,NA,NA,CI,"CLAY, silty, dark brown, medium to high plastic, vertical ice 2"" thickness",Vs (65%*),Fine-grained,NA,CI,,NA,NA,78.5,NA,NA,NA,2.75,NA,2.478,NA,NA,1416,793.28,NA,e-sigma_v,2.55,18.72,37.95,76.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.433,1.006,0.91,0.808,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-169,NESCL,N75-RI-4-3,N75-RI-4-3,N75-RI-4,0.79,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML,"SILT, organic inclusions,
dark brown",Vs (50%),Fine-grained,NA,ML,,NA,NA,62.6,NA,NA,NA,2.7,NA,1.94,NA,NA,1494.5,919.13,NA,e-sigma_v & strain-sigma_v ,9.54,18.75,37.66,75.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,33.5,36.4,39.2,NA,NA,NA,1.009,0.93,0.847,0.765,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-170,NESCL,N75-RI-4-4,N75-RI-4-4,N75-RI-4,1.74,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,"CLAY, low to medium plastic, medium grey, ice rich",Vr (50%),Fine-grained,NA,CL,,NA,NA,29.1,NA,NA,NA,2.67,NA,0.835,NA,NA,1877.4,1454.22,NA,e-sigma_v & strain-sigma_v ,9.43,18.64,37.46,75.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,2.3,4.4,7,NA,NA,NA,0.805,0.792,0.754,0.707,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-171,NESCL,N75-RI-4-7,N75-RI-4-7,N75-RI-4,2.56,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CI,"CLAY, medium plastic, dark brown, peaty layers with silt and sand inclusion, wood chips",Nb occ. Vx,Fine-grained,NA,CI,,NA,NA,32.1,NA,NA,NA,2.67,NA,1.065,NA,NA,1707.6,1292.66,NA,e-sigma_v & strain-sigma_v ,9.3,18.52,37.2,74.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,7.3,11.2,14.6,NA,NA,NA,1.015,0.914,0.834,0.764,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-172,NESCL,N75-RI-4-8,N75-RI-4-8,N75-RI-4,2.9,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CI,"CLAY, 9.4' to 10.0 '
stratified and random
ice to 3""",NA,Fine-grained,NA,CI,,NA,NA,54.4,NA,NA,2.78,2.78,NA,1.681,NA,NA,1537.8,995.98,NA,e-sigma_v & strain-sigma_v ,9.54,18.75,37.62,75.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6,30.6,33.1,35.5,NA,NA,NA,0.914,0.86,0.794,0.729,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-173,NESCL,N75-RI-6-9,N75-RI-6-9,N75-RI-6,1.98,2.04,FALSE,0,1,56,43,99,NA,43,22,21,NA,NA,NA,CI,"CLAY, medium plastic,
grey",Vr (50%),Fine-grained,NA,CI,,NA,NA,55.4,NA,NA,2.68,2.68,NA,1.638,NA,NA,1577.8,1015.32,NA,e-sigma_v,2.48,21.01,39.67,77.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.129,0.846,0.775,0.694,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-174,NESCL,N75-GB-2-2_1,N75-GB-2-2,N75-GB-2,0.7,1.1,FALSE,0,0,49,51,100,NA,46,23,23,NA,NA,NA,CI,NA,NA,Fine-grained,NA,CI,,NA,NA,126.2,NA,NA,NA,2.7,NA,3.813,NA,NA,1268.7,560.88,NA,e-sigma_v,2.51,21.34,40.28,78.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.346,0.862,0.766,0.696,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-175,NESCL,N75-GB-2-2_2,N75-GB-2-2,N75-GB-2,1.01,1.1,FALSE,0,0,49,51,100,NA,46,23,23,NA,NA,NA,CI,NA,NA,Fine-grained,NA,CI,,NA,NA,82.6,NA,NA,NA,2.7,NA,2.466,NA,NA,1422.4,778.97,NA,e-sigma_v,2.55,18.72,37.95,76.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.165,0.813,0.721,0.633,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-176,NESCL,N75-GB-2-5,N75-GB-2-5,N75-GB-2,2.41,3.05,FALSE,0,0,54,46,100,NA,45,24,21,NA,NA,NA,CI,NA,NA,Fine-grained,NA,CI,,NA,NA,30.4,NA,NA,NA,2.67,NA,1.04,NA,NA,1706,1308.28,NA,e-sigma_v,2.5,21.34,40.29,78.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.066,0.867,0.801,0.734,NA,NA,NA,1,Potentially swelling,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-177,NESCL,N75-GB-3-3,N75-GB-3-3,N75-GB-3,1.31,1.4,FALSE,0,2,50,48,98,NA,44,23,21,NA,NA,NA,CI,NA,,Fine-grained,NA,CI,,NA,NA,75.2,NA,NA,NA,2.67,NA,2.291,NA,NA,1420.8,810.96,NA,e-sigma_v,2.57,18.11,36.94,74.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.296,0.92,0.795,0.693,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-178,NESCL,N75-WR-2-3,N75-WR-2-3,N75-WR-2,1.46,1.52,FALSE,0,12,58,30,88,NA,26,28,-2,NA,NA,NA,CL,"CLAY, silty, trace fine sand,
low plastic, (ti 11)
occasional pebbles from 2.6""",F (V),Fine-grained,NA,CL,,NA,NA,31.5,NA,NA,2.89,2.89,NA,1.009,NA,NA,1760.4,1338.71,NA,e-sigma_v,2.48,21.01,39.67,77.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.796,0.762,0.71,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-179,NESCL,N75-WR-2-4,N75-WR-2-4,N75-WR-2,1.52,1.58,FALSE,0,1,43,56,99,NA,51,24,27,NA,NA,NA,CH,"CLAY,
high plastic",Vs,Fine-grained,NA,CH,,NA,NA,31.2,NA,NA,2.89,2.89,NA,0.901,NA,NA,1854.9,1413.8,NA,e-sigma_v,2.57,18.11,36.93,74.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.873,0.808,0.775,0.717,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-180,NESCL,N75-BI-1-5_1,N75-BI-1-5,N75-BI-1,2.16,2.23,FALSE,0,0,34,66,100,NA,49,25,24,NA,NA,NA,CI-CH,"CLAY, medium to high plastic, trace fine sand","Vs, Vr",Fine-grained,NA,CI-CH,,NA,NA,29.3,NA,NA,2.76,2.76,NA,0.908,NA,NA,1869.4,1445.78,NA,e-sigma_v,2.48,21.01,39.67,77.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954,0.884,0.842,0.799,NA,NA,NA,1,Potentially swelling,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-181,NESCL,N75-BI-1-5_2,N75-BI-1-5,N75-BI-1,2.32,2.41,FALSE,0,0,34,66,100,NA,49,25,24,NA,NA,NA,CI-CH,"CLAY, medium to high plastic, trace fine sand","Vs, Vr",Fine-grained,NA,CI-CH,,NA,NA,28.1,NA,NA,2.76,2.76,NA,0.872,NA,NA,1888.6,1474.32,NA,e-sigma_v,2.46,20.47,38.35,74.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.944,0.879,0.84,0.796,NA,NA,NA,1,Potentially swelling,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-182,NESCL,N75-BI-1-6,N75-BI-1-6,N75-BI-1,2.47,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CI-CH,"CLAY, medium to high plastic, little fine sand",Vs,Fine-grained,NA,CI-CH,,NA,NA,26.6,NA,NA,NA,2.67,NA,0.78,NA,NA,1898.2,1499.37,NA,e-sigma_v & strain-sigma_v ,9.46,18.67,37.44,75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4,-1,-0.2,1.4,NA,NA,NA,0.808,0.797,0.784,0.756,NA,NA,NA,1,Potentially swelling,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-183,NESCL,N75-BI-3-1,N75-BI-3-1,N75-BI-3,0,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM,"SAND, fine grained, some silt, rust spots, slight organic",Nb,Coarse-grained,NA,SM,,NA,NA,20.8,NA,NA,NA,2.67,NA,0.819,NA,NA,1773.2,1467.88,NA,e-sigma_v & strain-sigma_v ,9.53,18.71,37.56,75.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.6,2.4,5.6,NA,NA,NA,0.817,0.808,0.776,0.718,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-184,NESCL,N75-BI-4-1,N75-BI-4-1,N75-BI-4,0.09,0.15,FALSE,0,10,48,42,90,NA,NA,NA,NA,NA,NA,NA,MH,"SILT, trace fine sand",Vs,Fine-grained,NA,MH,,NA,NA,49.8,NA,NA,NA,2.67,NA,1.772,NA,NA,1441.7,962.42,NA,e-sigma_v,2.65,18.63,37.76,76.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.597,1.187,1.058,0.945,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-185,NESCL,N75-BI-4-3,N75-BI-4-3,N75-BI-4,1.07,1.34,FALSE,0,7,47,46,93,NA,40,21,19,NA,NA,NA,CI,"CLAY, trace fine sand",Vs,Fine-grained,NA,CI,,NA,NA,26.5,NA,NA,NA,2.67,NA,0.841,NA,NA,1832.5,1448.62,NA,e-sigma_v,2.57,18.11,36.93,74.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.856,0.794,0.754,0.7,NA,NA,NA,1,Potentially swelling,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-186,NESCL,N75-MR-3-2,N75-MR-3-2,N75-MR-3,0.55,0.61,FALSE,0,4,53,43,96,NA,39,24,15,NA,NA,NA,CI,NA,N/A,Fine-grained,NA,CI,,NA,NA,41,NA,NA,NA,2.75,NA,1.341,NA,NA,1773.2,1257.59,NA,e-sigma_v,2.53,17.84,36.4,73.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932,0.641,0.566,0.496,NA,NA,NA,1,Erroneous sample properties,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-187,NESCL,N75-MR-3-3,N75-MR-3-3,N75-MR-3,1.07,1.13,FALSE,0,2,43,55,98,NA,43,25,18,NA,NA,NA,CI,NA,N/A,Fine-grained,NA,CI,,NA,NA,60.6,NA,NA,NA,2.75,NA,1.864,NA,NA,1536.2,956.54,NA,e-sigma_v,2.53,17.84,36.39,73.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.134,0.854,0.791,0.724,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-188,NESCL,N75-MR-3-4_1,N75-MR-3-4,N75-MR-3,1.62,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,,NA,NA,40.2,NA,NA,NA,2.67,NA,1.148,NA,NA,1742.8,1243.08,NA,e-sigma_v,2.54,18.02,37.96,74.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.866,0.746,0.691,0.64,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-189,NESCL,N75-MR-3-4_2,N75-MR-3-4,N75-MR-3,1.68,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,,NA,NA,40.1,NA,NA,NA,2.67,NA,1.21,NA,NA,1691.5,1207.35,NA,e-sigma_v,2.45,18.1,36.99,74.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.111,0.993,0.933,0.885,NA,NA,NA,1,Soil_group not identifiable,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-190,NESCL,N75-MR-3-6,N75-MR-3-6,N75-MR-3,2.9,2.96,FALSE,0,0,40,60,100,NA,46,25,21,NA,NA,NA,CI,NA,N/A,Fine-grained,NA,CI,,NA,NA,48,NA,NA,NA,2.75,NA,1.462,NA,NA,1640.3,1108.31,NA,e-sigma_v,2.48,21.01,39.67,77.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.076,0.824,0.761,0.698,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-191,NESCL,N75-ES-2-2,N75-ES-2-2,N75-ES-2,1.68,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML,"SILT, dry, hard",Vr,Fine-grained,NA,ML,,NA,NA,24.3,NA,NA,NA,2.67,NA,0.684,NA,NA,1970.3,1585.12,NA,e-sigma_v,2.65,21.95,38.12,76.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686,0.628,0.608,0.569,NA,NA,NA,1,Potentially swelling,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-192,NESCL,N75-ES-2-4_1,N75-ES-2-4,N75-ES-2,2.77,2.8,FALSE,0,3,84,13,97,NA,28,23,5,NA,NA,NA,ML,"SILT, dry, hard",Vr,Fine-grained,NA,ML,,NA,NA,24.4,NA,NA,NA,2.67,NA,0.68,NA,NA,1976.7,1588.99,NA,e-sigma_v,2.54,19.04,37.77,71.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.708,0.666,0.652,0.627,NA,NA,NA,1,Potentially swelling,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-193,NESCL,N75-ES-2-4_2,N75-ES-2-4,N75-ES-2,2.9,2.96,FALSE,0,3,84,13,97,NA,28,23,5,NA,NA,NA,ML,"SILT, dry, hard",Vr,Fine-grained,NA,ML,,NA,NA,28.8,NA,NA,NA,2.67,NA,0.758,NA,NA,1955.9,1518.56,NA,e-sigma_v,2.54,18.18,37,74.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775,0.744,0.722,0.703,NA,NA,NA,1,Potentially swelling,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-194,NESCL,N75-ES-3-1_1,N75-ES-3-1,N75-ES-3,0.37,0.43,FALSE,0,1,59,40,99,NA,38,24,14,NA,NA,NA,CI,"CLAY. medium plastic,
brownish-grey",Vr (20%),Fine-grained,NA,CI,,NA,NA,23.2,NA,NA,2.74,2.74,NA,0.854,NA,NA,1819.7,1477.03,NA,e-sigma_v,2.53,21.31,40.09,77.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.907,0.855,0.827,0.761,NA,NA,NA,1,Potentially swelling,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-195,NESCL,N75-ES-3-1_2,N75-ES-3-1,N75-ES-3,0.55,0.61,FALSE,0,1,59,40,99,NA,38,24,14,NA,NA,NA,CI,"CLAY. medium plastic,
brownish-grey",Vr (20%),Fine-grained,NA,CI,,NA,NA,22.1,NA,NA,2.74,2.74,NA,0.785,NA,NA,1874.2,1534.97,NA,e-sigma_v,2.48,21.01,39.67,77.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705,0.634,0.6,0.56,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-196,NESCL,N75-ES-3-3_1,N75-ES-3-3,N75-ES-3,1.25,1.31,FALSE,0,1,71,28,99,NA,33,21,12,NA,NA,NA,CI,"CLAY. medium plastic,
brownish-grey",Vs (25%),Fine-grained,NA,CI,,NA,NA,33.7,NA,NA,2.72,2.72,NA,0.974,NA,NA,1842.1,1377.79,NA,e-sigma_v,2.55,18.72,37.95,76.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.851,0.732,0.683,0.624,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-197,NESCL,N75-ES-3-3_2,N75-ES-3-3,N75-ES-3,1.4,1.46,FALSE,0,1,71,28,99,NA,33,21,12,NA,NA,NA,CI,"CLAY. medium plastic,
brownish-grey",Vs (25%),Fine-grained,NA,CI,,NA,NA,25.2,NA,NA,2.72,2.72,NA,0.819,NA,NA,1871,1494.41,NA,e-sigma_v,2.6,18.23,36.64,73.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.815,0.747,0.703,0.652,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-198,NESCL,N75-ES-3-5,N75-ES-3-5,N75-ES-3,2.32,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CI,"CLAY. medium plastic,
brownish-grey",Nb,Fine-grained,NA,CI,,NA,NA,22.5,NA,NA,NA,2.67,NA,0.649,NA,NA,1983.1,1618.86,NA,e-sigma_v,2.61,21.95,38.03,76.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683,0.63,0.608,0.577,NA,NA,NA,1,Potentially swelling,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-199,NESCL,N75-NM-1-3,N75-NM-1-3,N75-NM-1,1.92,1.98,FALSE,0,1,54,45,99,NA,40,23,17,NA,NA,NA,CI,"CLAY, medium plastic, grey, rust spots",Vs/Vr,Fine-grained,NA,CI,,NA,NA,29.6,NA,NA,NA,2.67,NA,0.819,NA,NA,1901.4,1467.13,NA,e-sigma_v,2.48,20.27,38.81,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811,0.709,0.674,0.62,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-200,NESCL,N75-NM-1-4_1,N75-NM-1-4,N75-NM-1,2.13,2.23,FALSE,0,1,54,45,99,NA,40,23,17,NA,NA,NA,CI,"CLAY, medium plastic, grey, rust spots",Vs/Vr,Fine-grained,NA,CI,,NA,NA,33.1,NA,NA,NA,2.67,NA,0.886,NA,NA,1883.8,1415.33,NA,e-sigma_v & strain-sigma_v ,8.67,17.85,36.7,74.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,4.9,7.1,9.3,NA,NA,NA,0.819,0.794,0.753,0.712,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
NESCL-201,NESCL,N75-NM-1-4_2,N75-NM-1-4,N75-NM-1,2.23,2.32,FALSE,0,1,54,45,99,NA,40,23,17,NA,NA,NA,CI,"CLAY, medium plastic, grey, rust spots",Vs/Vr,Fine-grained,NA,CI,,NA,NA,26.9,NA,NA,NA,2.67,NA,0.78,NA,NA,1903,1499.61,NA,e-sigma_v,2.55,18.72,37.95,76.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756,0.68,0.645,0.605,NA,NA,NA,2,,NESCL_1977a,"Northern Engineering Services Company Limited: Laboratory Testing for Thaw Slope Stability: Discontinuous Permafrost Zone, Calgary, 1977."
