test_id,prim_source,test_name,sample_name,borehole,top,bottom,grain_size_curve,mass_fraction_of_gravel_in_soil,mass_fraction_of_sand_in_soil,mass_fraction_of_silt_in_soil,mass_fraction_of_clay_in_soil,mass_fraction_of_fines_in_soil,loss_on_ignition,LL,PL,IP,D10,D50,D60,USCS_symbol_rpt,soil_description,ground_ice_description,soil_group,USCS_symbol_calc,USCS_symbol_rep_or_calc,class,sample_mass_init,mass_of_dry_sample,gravimetric_wc_init,gravimetric_wc_fin,sample_volume_init,solid_grain_density_rep,solid_grain_density_rpt_or_asm,initial_degree_of_saturation_rep,frozen_void_ratio_rep,sample_height_ave_or_typ,sample_diameter_ave_or_typ,frozen_bulk_density_rep,frozen_dry_density_calc,final_bulk_density_rep,reported_test_result_type,sigma_v_1,sigma_v_2,sigma_v_3,sigma_v_4,sigma_v_5,sigma_v_6,sigma_v_7,delta_h_1,delta_h_2,delta_h_3,delta_h_4,delta_h_5,delta_h_6,delta_h_7,epsilon_1,epsilon_2,epsilon_3,epsilon_4,epsilon_5,epsilon_6,epsilon_7,e_1,e_2,e_3,e_4,e_5,e_6,e_7,data_quality_flag,note,source_id,data_source
CEN-118,CEN,KUU_2014_F2_148-161,KUU_2014_F2_148-161,KUU_2014_F2,1.48,1.61,TRUE,0,85.32,NA,NA,14.68,NA,NA,NA,NA,0.053,0.212,0.249,inconclusive,NA,NA,Coarse-grained,SM or SC,SM or SC,,1400.36,946.19,48,NA,952.04,NA,2.65,NA,NA,124.64,97.24,1470.9,993.9,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,28.59,31.53,34.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Higher than 5% fine without LL and PL Data,CEN_2020d,"Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020."
CEN-119,CEN,KUU_2014_F2_167-179,KUU_2014_F2_167-179,KUU_2014_F2,1.67,1.79,TRUE,0,1.07,NA,NA,98.93,NA,33.659,NA,NA,NA,NA,NA,inconclusive,NA,NA,Fine-grained,ML or CL,ML or CL,,1535.6,1127.72,36.17,NA,931.821,NA,2.65,NA,NA,122.93,98.38,1648,1210.2,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,13.64,17.01,19.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020d,"Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020."
CEN-120,CEN,KUU_2014_F2_179-192,KUU_2014_F2_179-192,KUU_2014_F2,1.79,1.92,TRUE,0.01,83.29,NA,NA,16.7,NA,NA,NA,NA,0.05,0.185,0.215,inconclusive,NA,NA,Coarse-grained,SM or SC,SM or SC,,1458.01,983.11,48.31,NA,949.61,NA,2.65,NA,NA,121.66,99.63,1535.4,1035.3,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,14.52,17.6,20.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Higher than 5% fine without LL and PL Data,CEN_2020d,"Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020."
CEN-121,CEN,KUU_2014_F2_195-209,KUU_2014_F2_195-209,KUU_2014_F2,1.95,2.09,TRUE,1.15,89.88,NA,NA,8.96,NA,28.53,NA,NA,0.081,0.262,0.31,inconclusive,NA,NA,Coarse-grained,SW-SM/SC or SP-SM/SC,SW-SM/SC or SP-SM/SC,,1787.31,1423.43,25.56,NA,983.19,NA,2.65,NA,NA,140.93,93.97,1817.9,1447.8,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,13.19,17.59,20.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020d,"Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020."
CEN-122,CEN,KUU_2014_F2_209-224,KUU_2014_F2_209-224,KUU_2014_F2,2.09,2.24,TRUE,10.88,85.04,NA,NA,4.08,NA,27.026,NA,NA,0.138,0.339,0.388,inconclusive,NA,NA,Coarse-grained,SW or SP,SW or SP,,1832.45,1492.18,22.8,NA,1052.7,NA,2.65,NA,NA,148.6,93,1740.7,1417.5,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,18.19,22.44,25.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020d,"Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020."
CEN-123,CEN,KUU_2014_F2_237-250,KUU_2014_F2_237-250,KUU_2014_F2,2.37,2.5,TRUE,0.01,97.31,NA,NA,2.68,NA,26.481,13.853,12.628,0.158,0.351,0.396,inconclusive,NA,NA,Coarse-grained,SW or SP,SW or SP,,1669,1341.61,24.4,NA,897.91,NA,2.65,NA,NA,128.95,93.82,1858.8,1494.1,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,13.05,15.84,17.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020d,"Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020."
CEN-124,CEN,KUU_2014_F2_250-265,KUU_2014_F2_250-265,KUU_2014_F2,2.5,2.65,TRUE,0,96.05,NA,NA,3.95,NA,27.035,NA,NA,0.14,0.337,0.394,inconclusive,NA,NA,Coarse-grained,SW or SP,SW or SP,,1837.02,1385.39,32.6,NA,1060.33,NA,2.65,NA,NA,147.84,95.68,1732.5,1306.6,NA,delta_h-sigma_v,25,50,100,NA,NA,NA,NA,33.43,34.46,35.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,CEN_2020d,"Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020."
CEN-125,CEN,KUU_2014_F3_(137-157),KUU_2014_F3_(137-157),KUU_2014_F3,1.37,1.57,TRUE,0.93,81.17,NA,NA,17.89,NA,27.851,NA,NA,0.042,0.169,0.194,inconclusive,NA,NA,Coarse-grained,SM or SC,SM or SC,,NA,NA,24.8,NA,NA,NA,2.65,NA,NA,NA,NA,NA,NA,NA,strain-sigma_v,25,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.36,-8.22,-7.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Insufficient data to calculate initial void ratio--only thaw strain data is available, with negative values reported",CEN_2020d,"Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020."
CEN-126,CEN,KUU_2014_F3_(166-187),KUU_2014_F3_(166-187),KUU_2014_F3,1.66,1.87,TRUE,0.17,92.41,NA,NA,7.43,NA,27.243,NA,NA,0.088,0.206,0.228,inconclusive,NA,NA,Coarse-grained,SW-SM/SC or SP-SM/SC,SW-SM/SC or SP-SM/SC,,NA,NA,23.11,NA,NA,NA,2.65,NA,NA,NA,NA,NA,NA,NA,strain-sigma_v,25,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.92,-4.78,-3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Insufficient data to calculate initial void ratio--only thaw strain data is available, with negative values reported",CEN_2020d,"Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020."
CEN-127,CEN,KUU_2014_F3_188-220_A,KUU_2014_F3_188-220_A,KUU_2014_F3,1.88,2.2,TRUE,0.13,87.81,NA,NA,12.06,NA,26.844,NA,NA,0.066,0.206,0.228,inconclusive,NA,NA,Coarse-grained,SM or SC,SM or SC,,NA,NA,24.03,NA,NA,NA,2.65,NA,NA,NA,NA,NA,NA,NA,strain-sigma_v,25,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.09,32.09,30.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Insufficient data to calculate initial void ratio--only thaw strain data is available, with negative values reported",CEN_2020d,"Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020."
CEN-128,CEN,KUU_2014_F3_188-220_B,KUU_2014_F3_188-220_B,KUU_2014_F3,1.88,2.2,TRUE,0.09,90.82,NA,NA,9.08,NA,28.314,NA,NA,0.08,0.206,0.228,inconclusive,NA,NA,Coarse-grained,SW-SM/SC or SP-SM/SC,SW-SM/SC or SP-SM/SC,,NA,NA,23.51,NA,NA,NA,2.65,NA,NA,NA,NA,NA,NA,NA,strain-sigma_v,25,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.09,-3.45,-1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Insufficient data to calculate initial void ratio--only thaw strain data is available, with negative values reported",CEN_2020d,"Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020."
CEN-129,CEN,KUU_2014_F3_221-236,KUU_2014_F3_221-236,KUU_2014_F3,2.21,2.36,TRUE,0.03,73.87,NA,NA,26.1,NA,24.827,NA,NA,0.016,0.142,0.162,inconclusive,NA,NA,Coarse-grained,SM or SC,SM or SC,,NA,NA,29.74,NA,NA,NA,2.65,NA,NA,NA,NA,NA,NA,NA,strain-sigma_v,25,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.89,-15.89,-15.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Insufficient data to calculate initial void ratio--only thaw strain data is available, with negative values reported",CEN_2020d,"Chiasson, A., Allard, M., Aubé-michaud, S., St-amour, A. B., Mathon-Dufour, V., L’Hérault, E., Bilodeau, S., and Deslauriers, C.: Caractérisation géotechnique et cartographie améliorée du pergélisol dans les communautés nordiques du Nunavik, Kuujjuaq, Québec, 96 pp., 2020."
ODS_001,ODS,C01,15-CH-1,Inuvik test site 1,1.22,1.73,TRUE,0,7,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,clayey silt,Vr,Fine-grained,ML,ML,,NA,NA,266,127,NA,2.66,2.66,NA,NA,101.6,89,1051,287.16,1506,strain-sigma_v,12,17.8,23.9,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.3,54.2,55.3,56.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,Watson_1973,"Watson, G. H., Slusarchuk, W., and Rowley, R. K.: Determination of some frozen and thawed properties of permafrost soils, Canadian Geotechnical Journal, 10, 592--606, https://doi.org/https://doi.org/10.1139/t73-055, 1973."
ODS_002,ODS,C02,15-CH-1,Inuvik test site 1,1.22,1.73,TRUE,0,7,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,clayey silt,Vr,Fine-grained,ML,ML,,NA,NA,189,127,NA,2.66,2.66,NA,NA,101.6,89,1112,384.78,1259,strain-sigma_v,19.2,29.5,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,29.4,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,Watson_1973,"Watson, G. H., Slusarchuk, W., and Rowley, R. K.: Determination of some frozen and thawed properties of permafrost soils, Canadian Geotechnical Journal, 10, 592--606, https://doi.org/https://doi.org/10.1139/t73-055, 1973."
ODS_003,ODS,C03,15-CH-1,Inuvik test site 1,1.22,1.73,TRUE,0,7,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,clayey silt,Vr,Fine-grained,ML,ML,,NA,NA,200.5,148,NA,2.66,2.66,NA,NA,101.6,89,1073,357.07,1224,strain-sigma_v,19.2,29.4,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,26.5,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,Watson_1973,"Watson, G. H., Slusarchuk, W., and Rowley, R. K.: Determination of some frozen and thawed properties of permafrost soils, Canadian Geotechnical Journal, 10, 592--606, https://doi.org/https://doi.org/10.1139/t73-055, 1973."
ODS_004,ODS,C04,15-CH-1,Inuvik test site 1,1.22,1.73,TRUE,0,7,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,clayey silt,Vr,Fine-grained,ML,ML,,NA,NA,348,169,NA,2.66,2.66,NA,NA,101.6,89,990,220.98,1057,strain-sigma_v,1.2,16.3,23.7,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,38.4,41.7,43.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Discripancy between thaw strain and sample propeties (comparing initial and fianl void ratio calculated using sample properties such as initial and final water content and bulk density and specific gravity),Watson_1973,"Watson, G. H., Slusarchuk, W., and Rowley, R. K.: Determination of some frozen and thawed properties of permafrost soils, Canadian Geotechnical Journal, 10, 592--606, https://doi.org/https://doi.org/10.1139/t73-055, 1973."
ODS_005,ODS,C05,15-CH-1,Inuvik test site 1,1.22,1.73,TRUE,0,7,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,clayey silt,Vr,Fine-grained,ML,ML,,NA,NA,220,154,NA,2.66,2.66,NA,NA,101.6,89,1048,327.5,1243,strain-sigma_v,1.2,4.6,9,19.7,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,22.6,25.7,30.1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,Watson_1973,"Watson, G. H., Slusarchuk, W., and Rowley, R. K.: Determination of some frozen and thawed properties of permafrost soils, Canadian Geotechnical Journal, 10, 592--606, https://doi.org/https://doi.org/10.1139/t73-055, 1973."
ODS_006,ODS,C06,15-CH-1,Inuvik test site 1,1.73,2.29,TRUE,0,7,NA,NA,93,NA,55.2,30.2,25,NA,NA,NA,MH,clayey silt,Vr,Fine-grained,NA,MH,,NA,NA,125,39.3,NA,2.66,2.66,NA,NA,101.6,89,1258,559.11,1837,strain-sigma_v,26.3,39.2,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.3,56.7,57.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,Watson_1973,"Watson, G. H., Slusarchuk, W., and Rowley, R. K.: Determination of some frozen and thawed properties of permafrost soils, Canadian Geotechnical Journal, 10, 592--606, https://doi.org/https://doi.org/10.1139/t73-055, 1973."
ODS_007,ODS,C07,15-CH-1,Inuvik test site 1,1.73,2.29,TRUE,0,7,NA,NA,93,NA,55.2,30.2,25,NA,NA,NA,MH,clayey silt,Vr,Fine-grained,NA,MH,,NA,NA,100.2,34.4,NA,2.66,2.66,NA,NA,101.6,89,1333,665.83,1866,strain-sigma_v,1.1,8.2,14.5,26.8,40.7,52.7,NA,NA,NA,NA,NA,NA,NA,NA,39.8,44,46.1,50.1,51.3,51.9,NA,NA,NA,NA,NA,NA,NA,NA,2,,Watson_1973,"Watson, G. H., Slusarchuk, W., and Rowley, R. K.: Determination of some frozen and thawed properties of permafrost soils, Canadian Geotechnical Journal, 10, 592--606, https://doi.org/https://doi.org/10.1139/t73-055, 1973."
